#circles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		 #rectangles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		
   5.0058125e-01   3.9656860e-01   5.1033019e-01   1.1166742e-02           7.5530625e-01   2.9265796e-01   2.9493314e-01  -9.8336271e-05
   4.3672500e-01   5.7540117e-01   4.2349856e-01  -6.0013451e-03           2.7921250e-01   6.9773496e-01   5.8949181e-01  -9.4378951e-03
   7.8093750e-01   3.1234505e-01   2.7165546e-01  -6.8073064e-05           4.1476875e-01   4.9947734e-01   5.5563332e-01   1.3590638e-02
   3.5575625e-01   6.1012581e-01   5.9187136e-01  -1.4656904e-02           5.9916875e-01   3.7995557e-01   3.8651853e-01   5.7651751e-03
   4.4062500e-01   5.4494222e-01   5.4113159e-01   1.4576371e-02           4.6254375e-01   4.6462474e-01   4.8328590e-01   1.0475203e-02
   5.2275000e-01   3.5290269e-01   5.5431620e-01   1.9889980e-03           7.6488125e-01   2.9886119e-01   2.9645564e-01  -2.0892780e-03
   4.1312500e-01   5.0400732e-01   5.9771445e-01   3.6867633e-02           2.8243750e-01   6.2341085e-01   6.8105710e-01  -3.4021242e-02
   5.0938750e-01   3.5900560e-01   5.5463462e-01   4.3537660e-03           6.7828750e-01   3.3429113e-01   3.3199021e-01  -1.2694760e-02
   6.5497500e-01   3.2266632e-01   3.8952845e-01  -8.6004951e-03           4.5690625e-01   5.3023161e-01   4.2864218e-01   2.5979400e-03
   8.2627500e-01   2.6591698e-01   2.6576359e-01  -6.8963726e-03           5.3683125e-01   4.2270643e-01   4.4504433e-01   4.0254283e-03
   7.8901250e-01   2.6845033e-01   3.0229623e-01   1.1111980e-02           7.0671875e-01   3.2609399e-01   3.1968242e-01   5.7347065e-03
   2.2515000e-01   6.6314183e-01   7.7499171e-01   1.9129417e-02           3.4339375e-01   5.9171883e-01   5.9593706e-01   1.0408236e-03
   3.7695000e-01   5.5048795e-01   6.1783754e-01   1.6116007e-02           7.6188125e-01   2.8463659e-01   2.8969417e-01  -6.1535922e-03
   4.2973125e-01   6.2958946e-01   4.0306013e-01  -7.0186602e-04           5.7581250e-01   3.8114685e-01   4.0655508e-01  -1.0559830e-02
   6.4550625e-01   3.5193997e-01   3.7717785e-01   9.5766366e-03           4.3270000e-01   5.2068919e-01   5.1341281e-01  -6.5190909e-03
   6.9323125e-01   3.7313488e-01   3.0505653e-01   2.1154639e-03           4.3535625e-01   5.3808316e-01   5.0551838e-01   2.3364116e-02
   6.7820000e-01   3.0800434e-01   3.8386358e-01   7.5814565e-03           3.9065000e-01   5.8567155e-01   5.2238230e-01  -1.5635163e-02
   2.8015625e-01   6.7603314e-01   6.7077051e-01   7.0367301e-03           6.0309375e-01   3.6525867e-01   3.8890778e-01   8.0036502e-03
   8.2073750e-01   2.8012820e-01   2.5761829e-01   1.0925831e-02           7.0054375e-01   3.3552510e-01   2.9814497e-01   7.7712593e-03
   7.4558125e-01   2.9072658e-01   3.3292065e-01   8.3883337e-03           2.1221250e-01   7.3217407e-01   7.2223540e-01  -5.0193631e-02
   5.0808750e-01   5.4368924e-01   4.0055549e-01  -3.8482212e-03           2.3940000e-01   7.0914491e-01   6.7343123e-01   2.1336463e-02
   6.8335625e-01   3.5787391e-01   3.4062705e-01   3.2094527e-03           5.7085000e-01   3.9425608e-01   3.9371193e-01   5.8830196e-03
   6.3360625e-01   3.4547993e-01   4.0983437e-01   5.2227571e-03           5.1351250e-01   4.2452237e-01   4.3832278e-01  -1.3767509e-03
   4.9248125e-01   3.8055472e-01   5.4520010e-01  -1.7294613e-03           3.7080625e-01   5.5255897e-01   5.9088831e-01  -5.7763841e-03
   3.5923750e-01   6.0996637e-01   5.9424250e-01  -2.2128097e-02           2.5566250e-01   6.7513369e-01   6.7857316e-01   5.5699620e-04
   3.1081875e-01   6.1223680e-01   6.7526834e-01  -5.4142238e-03           7.1683750e-01   3.3048180e-01   3.0928744e-01  -1.7841291e-02
   4.6027500e-01   5.1074390e-01   4.7851970e-01  -2.4954283e-02           4.1818750e-01   5.1122068e-01   5.3737332e-01   4.6153414e-02
   6.7520625e-01   3.1282960e-01   3.6214505e-01  -3.2446258e-03           3.8488750e-01   5.7246102e-01   5.3535962e-01  -1.8261669e-02
   4.4218125e-01   5.2265885e-01   5.2026581e-01  -1.0585972e-02           6.7624375e-01   3.4741145e-01   3.2979710e-01  -1.8810932e-02
   7.3409375e-01   3.6150954e-01   2.9198254e-01  -3.3843494e-03           4.6595625e-01   4.5608009e-01   5.1926386e-01  -5.3555772e-04
   7.0485000e-01   3.5323944e-01   3.0428733e-01   7.1434510e-03           3.7893125e-01   5.3282096e-01   6.0975886e-01   1.9895669e-02
   5.4448125e-01   4.4675283e-01   3.9119376e-01   8.1638375e-04           5.5663125e-01   3.9813642e-01   4.1220493e-01   3.4690084e-02
   4.7682500e-01   3.8064333e-01   5.7913281e-01  -3.2654967e-04           5.4548750e-01   4.2658041e-01   4.1985336e-01  -2.0586950e-02
   5.6528125e-01   4.0434488e-01   4.4550543e-01   3.8820580e-02           6.0236875e-01   3.8221239e-01   3.7602119e-01   1.5555703e-02
   3.6580625e-01   5.1443034e-01   6.5688416e-01   2.8643577e-02           6.2699375e-01   3.8259797e-01   3.4836655e-01   3.3786580e-03
   5.7103125e-01   4.6318010e-01   3.8292902e-01   2.4656516e-04           4.5665000e-01   4.8883665e-01   4.7568189e-01   7.6883389e-03
   3.4395000e-01   6.0297651e-01   6.3117591e-01   6.5864571e-03           5.0156875e-01   4.7294871e-01   4.6457280e-01  -2.4258036e-02
   7.7277500e-01   2.6309880e-01   3.4773463e-01  -4.6889025e-04           5.0505625e-01   4.6158734e-01   4.3091314e-01  -1.6981036e-02
   2.8068750e-01   6.4930790e-01   6.9428347e-01   1.5395837e-03           5.8581875e-01   3.7573903e-01   3.8975230e-01  -9.1190874e-03
   7.4368750e-01   3.1106808e-01   2.9328948e-01   2.9338115e-02           4.9626250e-01   4.8129614e-01   4.2651572e-01   7.1652925e-03
   6.6830625e-01   3.1361824e-01   3.8473563e-01   8.6001368e-03           4.7937500e-01   4.5845885e-01   4.9072573e-01  -2.1797033e-02
   4.4425000e-01   4.4969212e-01   5.7948284e-01  -4.5710259e-03           6.8840000e-01   3.4383387e-01   3.1560336e-01  -4.9270243e-03
   6.6638125e-01   3.4624216e-01   3.7368479e-01   1.9721123e-02           3.0435000e-01   6.6455894e-01   6.0376950e-01  -1.3359225e-02
   6.8501250e-01   3.1655911e-01   3.7212627e-01   1.5165523e-03           4.0778125e-01   4.8333621e-01   5.9685751e-01  -1.4539000e-02
   6.2334375e-01   4.8241542e-01   2.9801638e-01  -6.1064237e-04           2.7340625e-01   6.7476180e-01   6.2866305e-01   7.6950967e-02
   6.1812500e-01   4.5240166e-01   3.1754060e-01  -7.2623462e-03           7.3445000e-01   3.0023417e-01   3.1678394e-01   1.9084669e-02
   4.5418750e-01   5.1750044e-01   5.2774691e-01  -5.2023574e-03           2.3625625e-01   7.2060819e-01   7.0290455e-01   6.9922558e-03
   4.1650625e-01   6.0865433e-01   4.9268876e-01  -3.2660052e-03           5.6699375e-01   4.0031562e-01   4.0020143e-01  -6.9269538e-03
   4.6228125e-01   5.5646886e-01   4.4490984e-01   5.7550783e-03           4.4055000e-01   5.4338173e-01   4.6958841e-01   2.4904388e-02
   3.8830000e-01   5.7301099e-01   5.8535264e-01  -2.6097979e-02           3.7898125e-01   5.7684299e-01   5.4377304e-01  -1.2013986e-02
   6.1650000e-01   3.9200199e-01   4.1350754e-01   1.3354546e-02           5.7750625e-01   4.0949983e-01   4.0308102e-01  -1.5712553e-03
   3.1916250e-01   6.7009679e-01   5.9185422e-01   6.8781546e-03           2.8313125e-01   6.3416529e-01   6.4491676e-01  -8.7138452e-03
   6.4133750e-01   3.2896081e-01   4.0416757e-01   3.4129598e-03           2.9315625e-01   6.4698552e-01   6.6467779e-01  -9.4668511e-03
   2.4735000e-01   7.2565025e-01   6.8499819e-01  -2.2954199e-02           4.4086250e-01   4.7144399e-01   5.4851788e-01  -1.0240186e-02
   4.9393125e-01   5.6760564e-01   3.6165889e-01   1.4398186e-03           2.1980000e-01   7.1026405e-01   7.3036666e-01   2.0462931e-02
   6.9005625e-01   3.2498734e-01   3.6194970e-01   1.2180290e-02           3.2610625e-01   6.2322436e-01   5.8973392e-01  -1.2518780e-02
   2.4525000e-01   7.2887591e-01   6.8833189e-01   6.3359758e-04           5.4408125e-01   4.5648059e-01   4.0600904e-01   1.4405592e-02
   4.3845625e-01   5.4259123e-01   5.3622250e-01  -1.6381488e-02           4.5267500e-01   4.8626627e-01   5.2541173e-01  -1.5144969e-02
   3.9152500e-01   5.6919852e-01   5.7136551e-01   1.3794726e-02           5.5880625e-01   4.4914434e-01   3.9698062e-01  -2.3309005e-02
   6.9288125e-01   3.2065819e-01   3.3575532e-01   1.5389105e-02           5.1335000e-01   4.4941471e-01   4.4277462e-01  -1.6868239e-02
   3.3528125e-01   6.2880552e-01   6.3623406e-01  -6.5799920e-03           7.8045000e-01   2.9060802e-01   2.7802688e-01  -1.2749810e-03
   7.9668750e-01   2.8265258e-01   2.6925002e-01   9.7692511e-03           5.4720000e-01   4.3336302e-01   3.9831828e-01  -1.2771479e-02
   6.1509375e-01   3.8919935e-01   4.0701271e-01  -5.8172670e-03           5.2806875e-01   4.4161084e-01   3.9456838e-01  -3.9726396e-03
   6.5423750e-01   3.1968198e-01   4.0408786e-01  -3.7853771e-03           3.3541250e-01   5.9769411e-01   6.1770773e-01   2.3983660e-02
   7.9475625e-01   2.8991418e-01   2.8042868e-01   1.7151990e-02           7.6511250e-01   2.8959011e-01   2.8888344e-01   8.2378558e-04
   3.3137500e-01   6.5124293e-01   6.0824514e-01  -5.8553303e-03           5.6893750e-01   4.2027154e-01   3.9331033e-01   1.2411390e-03
   2.9110000e-01   7.1893420e-01   5.9584636e-01  -2.1741883e-03           4.3105625e-01   4.5555574e-01   5.4475314e-01  -7.5084114e-03
   6.5086250e-01   3.0106806e-01   4.4148829e-01  -2.2783573e-03           6.9847500e-01   3.2232167e-01   3.4746568e-01  -2.8418304e-03
   7.8697500e-01   3.0659956e-01   2.6176472e-01  -3.1557472e-03           4.0463125e-01   5.8389925e-01   5.1800100e-01  -3.0588507e-03
   7.2658750e-01   3.2251258e-01   3.4713541e-01   2.5931314e-02           7.8573750e-01   2.8050202e-01   2.9429329e-01   4.5941319e-03
   7.7288750e-01   3.3559145e-01   2.5904950e-01  -1.1298995e-03           4.7185625e-01   5.2534638e-01   4.0532945e-01  -3.1712642e-03
   4.4133125e-01   5.2571011e-01   5.3027569e-01   3.7270920e-03           8.0505000e-01   2.7197292e-01   2.8567617e-01  -1.6162075e-03
   4.1206250e-01   5.2431891e-01   5.7022073e-01   6.1068020e-03           7.9735625e-01   2.7511027e-01   2.7740699e-01   1.0721105e-03
   7.0008750e-01   2.8747487e-01   3.9801903e-01   3.1797770e-04           6.4345000e-01   3.4739041e-01   3.7015401e-01  -1.6196386e-02
   4.0585000e-01   6.4131553e-01   4.5094453e-01  -3.7255148e-03           2.8709375e-01   7.0965066e-01   5.7194291e-01  -1.2459309e-02
   2.8325000e-01   5.7511802e-01   7.2791522e-01  -1.6581724e-03           4.7302500e-01   4.7987947e-01   4.7654038e-01  -3.6370990e-02
   5.7440625e-01   4.0992083e-01   4.4389356e-01  -9.2598065e-03           5.8977500e-01   3.7149075e-01   4.3165817e-01   2.4260404e-03
   6.2310625e-01   4.0364582e-01   4.0476840e-01   2.5130918e-06           4.0477500e-01   5.2472427e-01   5.2992330e-01  -1.2205705e-02
   4.0616875e-01   5.7219289e-01   5.7286907e-01  -2.3249179e-06           2.1730000e-01   7.2931541e-01   7.2877653e-01   2.1461874e-02
   2.0066875e-01   7.8389574e-01   7.3111441e-01   1.1064381e-02           7.3008125e-01   3.1921353e-01   2.9808801e-01  -7.7987444e-04
   7.4641875e-01   3.3486430e-01   2.6964013e-01  -5.6000716e-03           2.2456250e-01   7.2124698e-01   7.0690177e-01   4.5361546e-03
   3.8610625e-01   5.3368951e-01   6.0627365e-01   2.6058581e-02           4.5508750e-01   4.4851904e-01   5.4714948e-01  -5.5458059e-04
   6.0754375e-01   4.4871215e-01   3.2186533e-01  -3.0279312e-03           5.0428125e-01   4.3017610e-01   4.7253414e-01  -4.5012634e-04
   6.7830625e-01   3.2225875e-01   3.3867405e-01   5.0788391e-03           6.4426875e-01   3.5304028e-01   3.6515118e-01  -2.9185415e-04
   6.1013750e-01   4.7108940e-01   3.1624114e-01   4.0354048e-03           6.6361250e-01   3.2364362e-01   3.6449843e-01   1.5916586e-02
   3.9366250e-01   4.6890128e-01   6.4886783e-01   6.2176926e-03           5.9883125e-01   3.6830186e-01   4.0035189e-01  -2.7519837e-02
   5.2917500e-01   4.2626379e-01   4.7479211e-01  -8.7826370e-03           7.5261250e-01   2.9059872e-01   3.0871785e-01  -4.7523636e-03
   3.1529375e-01   6.3910851e-01   6.4911315e-01   8.8342077e-03           7.7516250e-01   2.7567979e-01   2.9213453e-01   6.3847992e-03
   4.5641875e-01   5.2261910e-01   5.0515156e-01  -7.2152044e-03           8.0561875e-01   2.7698720e-01   2.7021229e-01  -4.8257538e-03
   6.1076875e-01   4.0304162e-01   4.0129593e-01   1.7948545e-02           7.8006250e-01   2.8239078e-01   2.8170741e-01  -6.3095390e-03
   3.9384375e-01   6.1011312e-01   5.2369290e-01   1.6612336e-02           8.0941250e-01   2.7454372e-01   2.6011403e-01   3.6765834e-03
   4.5459375e-01   5.4348230e-01   4.7953889e-01   1.3180303e-02           4.5230000e-01   5.2924289e-01   4.9353367e-01  -1.9800653e-03
   3.2631250e-01   6.0902953e-01   6.3217106e-01  -3.5219765e-02           5.5297500e-01   4.1791367e-01   4.2133773e-01   1.1575028e-02
   7.0056875e-01   3.2649098e-01   2.9767097e-01   3.1121986e-03           6.9131250e-01   3.3801369e-01   3.1584976e-01  -5.9753969e-03
   4.3285625e-01   4.1313567e-01   6.1151585e-01  -3.6038807e-03           2.7824375e-01   6.0281561e-01   6.8553099e-01   1.0786356e-02
   5.4743750e-01   4.8977714e-01   4.1518904e-01  -2.0188606e-02           2.8691875e-01   6.5726249e-01   6.3704900e-01   5.3418867e-03
   2.4150000e-01   7.4051524e-01   6.8232521e-01  -3.6092300e-03           5.0060625e-01   4.4987076e-01   4.6478830e-01  -6.1422209e-03
   6.1426875e-01   4.4787834e-01   3.1707324e-01  -4.2066229e-04           5.8034375e-01   4.1882554e-01   3.9173636e-01   2.3600711e-02
   3.0270000e-01   6.3906357e-01   6.7538868e-01  -6.0736003e-03           3.2840625e-01   6.4959191e-01   5.8267692e-01   4.0313848e-02
   4.5666875e-01   5.1023869e-01   4.8391256e-01  -2.0676368e-02           2.4940625e-01   6.9586812e-01   6.8445150e-01  -1.0210283e-02
   7.7271875e-01   2.8867730e-01   2.8233526e-01   7.0212438e-03           5.1933125e-01   4.1424026e-01   4.5333836e-01   3.7715307e-03
   3.0184375e-01   6.3227907e-01   6.7990840e-01  -4.5722183e-03           7.9765625e-01   2.7394420e-01   2.7697178e-01   1.0647101e-03
   6.4831250e-01   3.1215395e-01   4.2226577e-01  -8.6244650e-03           7.8261875e-01   2.8349091e-01   2.8078976e-01   4.0042969e-04
   5.0995625e-01   5.3464873e-01   3.8545653e-01  -3.1108739e-03           4.4488750e-01   5.0996699e-01   4.8202064e-01  -2.4879550e-04
   7.7801250e-01   2.9606133e-01   2.8248787e-01  -1.4586334e-02           3.0415000e-01   6.6630574e-01   6.0618041e-01   3.0199123e-03
   3.0567500e-01   6.7208853e-01   5.9355698e-01   4.2948182e-02           2.8194375e-01   6.5085571e-01   6.7599365e-01  -4.7889717e-04
   6.0470000e-01   4.8377358e-01   3.1112102e-01  -1.1406419e-03           3.0839375e-01   5.3302923e-01   6.8024648e-01   5.8568408e-03
   3.1242500e-01   6.5746904e-01   6.2817210e-01   2.7704310e-02           2.6043750e-01   6.9862254e-01   6.8042347e-01   4.9368465e-04
   5.4330000e-01   3.7284468e-01   5.0436248e-01  -8.5324443e-04           6.0969375e-01   3.9069700e-01   3.5755896e-01  -4.6985545e-03
   4.2909375e-01   5.3567968e-01   5.6379149e-01  -1.6740689e-04           2.1817500e-01   7.1726921e-01   7.2852695e-01   1.6245282e-03
   6.1758750e-01   3.7256929e-01   3.8328619e-01   5.2909301e-03           5.0271875e-01   4.6857352e-01   4.4851332e-01   3.2951807e-03
   5.5181875e-01   4.8565736e-01   3.9321873e-01   3.0687126e-02           5.0353125e-01   4.9885614e-01   4.2685996e-01   1.4833422e-02
   7.1903125e-01   2.8982243e-01   3.7524435e-01   1.0805955e-03           7.2530625e-01   3.0493993e-01   3.0592490e-01  -5.4163562e-03
   6.3733750e-01   3.1093892e-01   4.2274962e-01  -2.2828265e-03           5.6267500e-01   4.1994604e-01   3.9257610e-01  -1.8813736e-02
   6.6144375e-01   3.6984595e-01   3.3864853e-01   1.3173882e-02           4.9318750e-01   4.8499847e-01   4.6711833e-01  -1.5784982e-02
   7.5651875e-01   3.5544883e-01   2.6601640e-01  -1.4729301e-03           5.2582500e-01   4.4479890e-01   4.3848308e-01   3.6908488e-02
   3.3190000e-01   6.3672543e-01   6.3742939e-01  -1.5108551e-05           5.4866875e-01   4.3146129e-01   3.8392798e-01   9.0437867e-03
   4.4472500e-01   5.8395784e-01   4.2445538e-01   1.1178778e-02           3.9870625e-01   5.5268367e-01   5.3530962e-01  -1.6358892e-02
   4.8315625e-01   4.9470956e-01   5.0380437e-01  -4.2575982e-02           4.8698125e-01   4.5118682e-01   4.8376354e-01   2.8558990e-02
   3.3756875e-01   6.4482121e-01   6.1276495e-01   8.3357559e-03           2.1896250e-01   7.1297315e-01   7.3951749e-01   1.0874014e-03
   5.6359375e-01   3.8815509e-01   4.7192375e-01  -1.9363728e-02           6.2091250e-01   3.8727206e-01   3.6872533e-01  -7.5535463e-03
   5.6013750e-01   4.8034419e-01   3.9350149e-01   8.1790084e-03           4.2415625e-01   5.0245586e-01   5.3297242e-01  -1.8163454e-02
   7.6485625e-01   2.9821644e-01   2.9855898e-01   3.2926653e-03           5.2427500e-01   4.4216770e-01   4.2203905e-01   1.5752409e-02
   4.7590625e-01   5.3838313e-01   4.6165245e-01   3.3461668e-02           3.2415625e-01   6.1550674e-01   6.2641688e-01   3.2133082e-03
   2.4103750e-01   7.2255006e-01   7.2330457e-01   2.9573107e-08           7.6506250e-01   2.9603679e-01   2.8904288e-01  -7.1324288e-03
   4.2878750e-01   4.9052531e-01   5.6993955e-01   7.1264092e-03           2.2312500e-01   7.1419063e-01   6.9672987e-01  -2.9961765e-03
   4.3592500e-01   5.3949322e-01   5.1637709e-01  -1.1430355e-02           2.1541250e-01   7.3074742e-01   7.3541123e-01   2.4644778e-02
   5.6126875e-01   4.3879511e-01   3.7259988e-01  -7.2037111e-03           5.6346875e-01   4.0481820e-01   3.9760313e-01  -1.0699552e-02
   3.4748125e-01   6.6578351e-01   5.4058933e-01  -4.0809481e-03           4.8050625e-01   5.0088474e-01   4.6552665e-01   4.1594959e-02
   2.6688750e-01   6.7494241e-01   6.8673138e-01   6.1302773e-03           3.6015000e-01   6.0876021e-01   5.2567228e-01   1.9829596e-02
   7.5319375e-01   3.1047829e-01   3.2787679e-01  -7.8825136e-03           6.9380625e-01   2.9959916e-01   3.5011113e-01   1.3914741e-02
   3.1493750e-01   6.8205084e-01   6.0706351e-01  -1.7931750e-03           2.9396250e-01   6.3168790e-01   6.7261392e-01  -7.0217524e-03
   3.5807500e-01   6.1125868e-01   5.8560038e-01   1.8718925e-02           3.7628750e-01   5.4586395e-01   5.5649443e-01   1.5558489e-02
   3.6716250e-01   6.3025007e-01   5.5683470e-01  -5.0701763e-03           2.8563750e-01   6.5442995e-01   6.7266906e-01   2.2115319e-03
   3.4633125e-01   5.8706542e-01   6.2272149e-01  -1.0288910e-02           7.5008750e-01   3.0876405e-01   2.8343850e-01   7.1922806e-03
   3.4885625e-01   6.3635665e-01   5.9668381e-01   6.4980858e-05           3.6014375e-01   5.8797409e-01   5.7884624e-01   2.0807451e-02
   2.3051875e-01   7.3832113e-01   7.1699899e-01   7.8514379e-03           7.9373750e-01   2.8126596e-01   2.7841554e-01  -1.5910974e-03
   6.4683750e-01   3.0507379e-01   4.3669863e-01   1.8551960e-03           4.4115000e-01   5.0172319e-01   5.0427321e-01   1.3285881e-02
   5.0991875e-01   5.2781778e-01   4.1701669e-01   7.4003624e-04           3.4999375e-01   6.0157918e-01   5.9099230e-01   2.1416028e-02
   7.5020000e-01   3.0131970e-01   2.8647185e-01   1.1005755e-02           3.7089375e-01   5.8066745e-01   5.4438923e-01   1.6534034e-02
   4.4578750e-01   4.9310479e-01   5.3222679e-01  -3.7433580e-03           6.5317500e-01   3.5485741e-01   3.4965549e-01  -2.4418699e-02
   2.5136875e-01   7.2654695e-01   6.9211175e-01  -2.1197164e-03           7.5995625e-01   2.9671337e-01   2.8938239e-01  -6.8078473e-03
   7.6183125e-01   3.6694408e-01   2.5500724e-01   1.2873550e-04           4.9195625e-01   4.9168045e-01   4.1873519e-01  -3.1053924e-04
